biosample	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMN04555310		AAYMWC010000001.1	2087317	2088507	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555310		AAYMWC010000001.1	2364587	2365735	-	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04555310		AAYMWC010000002.1	24134	24910	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
SAMN04555310		AAYMWC010000002.1	276683	278077	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	95.91	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04555310		AAYMWC010000002.1	602698	604173	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555310		AAYMWC010000003.1	129320	130606	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555310		AAYMWC010000003.1	372011	372832	-	blaOXA-312	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-312	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021787.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-312		
SAMN04555479		AAYMWH010000002.1	5928	7175	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555479		AAYMWH010000004.1	207781	209256	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555479		AAYMWH010000007.1	11022	12308	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.0	99.53	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555479		AAYMWH010000009.1	34891	35676	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.24	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555479		AAYMWH010000016.1	18585	19406	-	blaOXA-100	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021795.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-100		
SAMN04555479		AAYMWH010000024.1	45269	46459	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555479		AAYMWH010000028.1	10	1158	+	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04555479		AAYMWH010000054.1	2587	3117	-	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	BLASTX	177	177	100.0	98.31	177	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04555479		AAYMWH010000055.1	2916	3728	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
SAMN04555480		AAYMWK010000001.1	122421	123611	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555480		AAYMWK010000001.1	364791	365939	-	blaADC-163	extended-spectrum class C beta-lactamase ADC-163	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_057093064.1	extended-spectrum class C beta-lactamase ADC-163		
SAMN04555480		AAYMWK010000003.1	29415	30662	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555480		AAYMWK010000004.1	380873	381694	+	blaOXA-121	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_057094079.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121		
SAMN04555480		AAYMWK010000005.1	274207	275493	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	429	429	100.0	99.77	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555480		AAYMWK010000007.1	32087	33562	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555480		AAYMWK010000009.1	135637	136422	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555481		AAYMWJ010000001.1	505789	506589	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
SAMN04555481		AAYMWJ010000001.1	506592	507425	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
SAMN04555481		AAYMWJ010000001.1	510044	510856	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
SAMN04555481		AAYMWJ010000003.1	319723	321198	+	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555481		AAYMWJ010000005.1	94598	97309	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04555481		AAYMWJ010000005.1	120071	121261	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555481		AAYMWJ010000009.1	77632	78417	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555481		AAYMWJ010000009.1	138396	140612	+	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.0	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC		
SAMN04555481		AAYMWJ010000013.1	46588	47835	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555481		AAYMWJ010000014.1	82092	83774	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	93.23	561	ACU65296.1	mercury(II) reductase		
SAMN04555481		AAYMWJ010000014.1	83795	84157	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	90.08	121	AAC38221.1	mercury resistance co-regulator MerD		
SAMN04555481		AAYMWJ010000014.1	84157	84390	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	96.15	78	AAC38236.1	broad-spectrum mercury transporter MerE		
SAMN04555481		AAYMWJ010000014.1	86811	87647	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04555481		AAYMWJ010000014.1	87644	87988	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04555481		AAYMWJ010000014.1	88155	88943	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
SAMN04555481		AAYMWJ010000014.1	89990	90451	-	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.0	100.0	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia		
SAMN04555481		AAYMWJ010000015.1	2	784	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	261	429	60.84	100.0	261	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555481		AAYMWJ010000016.1	8	829	+	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66		
SAMN04555481		AAYMWJ010000017.1	53760	54908	-	blaADC-26	extended-spectrum class C beta-lactamase ADC-26	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001211238.1	extended-spectrum class C beta-lactamase ADC-26		
SAMN04555481		AAYMWJ010000021.1	21005	22399	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	465	465	100.0	100.0	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04555481		AAYMWJ010000038.1	2638	3294	-	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	219	219	100.0	100.0	219	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase		
SAMN04555481		AAYMWJ010000041.1	1088	2284	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	401	99.5	100.0	399	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)		
SAMN04555481		AAYMWJ010000056.1	106	882	-	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTX	259	259	100.0	99.61	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
SAMN04555483		AAYMWL010000001.1	317311	318786	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.78	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555483		AAYMWL010000001.1	661092	662240	+	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	383	383	100.0	99.48	383	WP_068981608.1	extended-spectrum class C beta-lactamase ADC-101		
SAMN04555483		AAYMWL010000001.1	884038	885228	-	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555483		AAYMWL010000002.1	212315	213562	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555483		AAYMWL010000003.1	222551	222955	+	fos	fosfomycin resistance glutathione transferase FosLL	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	135	135	100.0	100.0	135	WP_000777201.1	fosfomycin resistance glutathione transferase FosLL		
SAMN04555483		AAYMWL010000005.1	270200	271021	+	blaOXA-90	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021781.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90		
SAMN04555483		AAYMWL010000006.1	122082	123368	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555483		AAYMWL010000008.1	132843	133628	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555483		AAYMWL010000015.1	5566	6750	-	tet(39)	tetracycline efflux MFS transporter Tet(39)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	395	395	100.0	100.0	395	WP_004856455.1	tetracycline efflux MFS transporter Tet(39)		
SAMN04555483		AAYMWL010000020.1	5628	6155	+	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	BLASTX	176	177	99.44	98.3	176	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04555483		AAYMWL010000021.1	4846	6012	-	blaMCA	MCA family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	389	390	99.74	99.74	389	WP_057991970.1	MCA family class C beta-lactamase		
SAMN04555483		AAYMWL010000026.1	144	956	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
SAMN04555485		AAYMWI010000001.1	151722	153197	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555485		AAYMWI010000003.1	86887	89598	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04555485		AAYMWI010000003.1	112359	113549	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555485		AAYMWI010000003.1	348938	350086	-	blaADC-79	extended-spectrum class C beta-lactamase ADC-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001159760.1	extended-spectrum class C beta-lactamase ADC-79		
SAMN04555485		AAYMWI010000004.1	58733	60127	+	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	465	465	100.0	95.91	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04555485		AAYMWI010000007.1	218207	219454	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.08	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555485		AAYMWI010000009.1	24597	25883	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555485		AAYMWI010000012.1	54886	55722	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04555485		AAYMWI010000012.1	55719	56063	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04555485		AAYMWI010000012.1	56223	56753	-	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia		
SAMN04555485		AAYMWI010000012.1	64184	65380	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_063855982.1	tetracycline efflux MFS transporter Tet(A)		
SAMN04555485		AAYMWI010000012.1	86313	87098	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.47	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555485		AAYMWI010000013.1	68785	71001	-	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.0	99.73	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC		
SAMN04555485		AAYMWI010000035.1	8	829	+	blaOXA-71	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71		
SAMN04555485		AAYMWI010000043.1	1089	1865	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
SAMN04555486		AAYMWG010000001.1	499501	500286	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa		
SAMN04555486		AAYMWG010000004.1	93187	95898	+	gyrA_S81L	Acinetobacter baumannii quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	904	904	100.0	99.78	904	WP_000116450.1	DNA gyrase subunit A GyrA		
SAMN04555486		AAYMWG010000004.1	118660	119850	+	cxpE	chloramphenicol efflux transporter CxpE	plus	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	397	397	100.0	100.0	397	AKA30736.1	chloramphenicol efflux transporter CxpE		
SAMN04555486		AAYMWG010000005.1	17979	19454	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	492	492	100.0	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA		
SAMN04555486		AAYMWG010000008.1	171775	172923	-	blaADC-30	extended-spectrum class C beta-lactamase ADC-30	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001211218.1	extended-spectrum class C beta-lactamase ADC-30		
SAMN04555486		AAYMWG010000009.1	10652	11938	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTX	429	429	100.0	100.0	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF		
SAMN04555486		AAYMWG010000010.1	65463	66284	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66		
SAMN04555486		AAYMWG010000013.1	18954	21170	+	parC_S84L	Acinetobacter baumannii quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	739	739	100.0	99.86	739	WP_000202259.1	DNA topoisomerase IV subunit A ParC		
SAMN04555486		AAYMWG010000013.1	43816	45015	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)		
SAMN04555486		AAYMWG010000013.1	48391	49224	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
SAMN04555486		AAYMWG010000013.1	49227	50027	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
SAMN04555486		AAYMWG010000018.1	13349	14743	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	465	465	100.0	100.0	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC		
SAMN04555486		AAYMWG010000019.1	33128	34375	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTX	416	416	100.0	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB		
SAMN04555486		AAYMWG010000040.1	77	352	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	PARTIALX	92	121	76.03	91.3	92	AAC38221.1	mercury resistance co-regulator MerD		
SAMN04555486		AAYMWG010000040.1	2529	2807	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	93	91	100.0	93.55	93	AAC38219.1	mercury resistance system periplasmic binding protein MerP		
SAMN04555486		AAYMWG010000040.1	2826	3173	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	116	116	100.0	96.55	116	AAA98222.1	mercuric transport protein MerT		
SAMN04555486		AAYMWG010000040.1	3245	3670	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	142	144	98.61	93.66	142	CAA77320.1	mercury resistance transcriptional regulator MerR		
SAMN04555486		AAYMWG010000040.1	6434	7270	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
SAMN04555486		AAYMWG010000040.1	7267	7611	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
SAMN04555486		AAYMWG010000040.1	7778	8566	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
SAMN04555486		AAYMWG010000051.1	843	1700	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1		
SAMN04555486		AAYMWG010000055.1	811	1623	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
SAMN04555486		AAYMWG010000066.1	555	1016	-	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.0	100.0	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia		
SAMN04555486		AAYMWG010000067.1	209	757	-	aacA16	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	183	183	100.0	100.0	183	WP_001109644.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16		
